"";"First.Object";"Second.Object";"similaridade"
"4015";"cd.[8043]";"cd.[8234]";1
"4016";"cd.[11150]";"cd.[8901]";1
"4017";"cd.[9421]";"cd.[9489]";0,974999994039536
"4018";"cd.[7161]";"cd.[8131]";0,972222223877907
"4019";"cd.[2813]";"cd.[3155]";0,965367957949638
"4020";"cd.[9327]";"cd.[9412]";1
"4021";"cd.[6740]";"cd.[9193]";0,980769231915474
"4022";"cd.[7061]";"cd.[7469]";1
"4023";"cd.[10000]";"cd.[8664]";0,913194447755814
"4024";"cd.[3086]";"cd.[3215]";1
"4025";"cd.[5835]";"cd.[9278]";1
"4026";"cd.[5921]";"cd.[8423]";1
"4027";"cd.[7361]";"cd.[7750]";1
"4028";"cd.[8265]";"cd.[9149]";1
"4029";"cd.[1858]";"cd.[9637]";1
"4030";"cd.[5988]";"cd.[8859]";1
"4031";"cd.[6944]";"cd.[9868]";0,982142850756645
"4032";"cd.[6358]";"cd.[9694]";0,969899669289589
"4033";"cd.[8311]";"cd.[8312]";1
"4034";"cd.[5010]";"cd.[5205]";0,939692988991737
"4035";"cd.[8344]";"cd.[9229]";0,95833332836628
"4036";"cd.[7094]";"cd.[9189]";0,954545453190804
"4037";"cd.[2440]";"cd.[5443]";1
"4038";"cd.[2781]";"cd.[9669]";1
"4039";"cd.[4508]";"cd.[9662]";1
"4040";"cd.[5025]";"cd.[9863]";0,887499988079071
"4041";"cd.[8114]";"cd.[8659]";1
"4042";"cd.[2823]";"cd.[4684]";0,904153764247894
"4043";"cd.[3539]";"cd.[4190]";0,984375
"4044";"cd.[4348]";"cd.[7170]";0,932712212204933
"4045";"cd.[8668]";"cd.[8843]";1
"4046";"cd.[3356]";"cd.[6955]";1
"4047";"cd.[3792]";"cd.[8891]";0,897463768720627
"4048";"cd.[109732]";"cd.[109743]";0,891666665673256
"4049";"cd.[8306]";"cd.[8663]";0,966666668653488
"4050";"cd.[4184]";"cd.[6950]";0,878472223877907
"4051";"cd.[2807]";"cd.[7064]";0,980769231915474
"4052";"cd.[10314]";"cd.[2427]";0,939967110753059
"4053";"cd.[10314]";"cd.[8640]";1
"4054";"cd.[2427]";"cd.[8640]";0,955592110753059
"4055";"cd.[3529]";"cd.[4114]";0,988095238804817
"4056";"cd.[6316]";"cd.[7311]";1
"4057";"cd.[7363]";"cd.[8118]";0,977272719144821
"4058";"cd.[6922]";"cd.[9161]";0,904545456171036
"4059";"cd.[3383]";"cd.[6969]";0,929707795381546
"4060";"cd.[9614]";"cd.[9678]";1
"4061";"cd.[2406]";"cd.[7291]";1
"4062";"cd.[3159]";"cd.[9969]";0,99479167163372
"4063";"cd.[4292]";"cd.[8795]";1
"4064";"cd.[3678]";"cd.[4266]";1
"4065";"cd.[4266]";"cd.[6690]";1
"4066";"cd.[3678]";"cd.[6690]";1
"4067";"cd.[2577]";"cd.[2581]";0,983333334326744
"4068";"cd.[4481]";"cd.[6716]";1
"4069";"cd.[8919]";"cd.[9083]";1
"4070";"cd.[7859]";"cd.[9798]";0,980769231915474
"4071";"cd.[7037]";"cd.[7237]";0,932721525430679
"4072";"cd.[100170]";"cd.[100358]";0,950000002980232
"4073";"cd.[103398]";"cd.[107056]";0,884920626878738
"4074";"cd.[100198]";"cd.[106489]";1
"4075";"cd.[10253]";"cd.[10368]";1
"4076";"cd.[4108]";"cd.[7977]";0,950320512056351
"4077";"cd.[11530]";"cd.[5099]";1
"4078";"cd.[8274]";"cd.[8805]";1
"4079";"cd.[9713]";"cd.[9738]";1
"4080";"cd.[11455]";"cd.[5289]";0,864253401756287
"4081";"cd.[5324]";"cd.[7847]";1
"4082";"cd.[10061]";"cd.[3517]";0,986111104488373
"4083";"cd.[7134]";"cd.[9695]";1
"4084";"cd.[10301]";"cd.[6246]";0,964285716414452
"4085";"cd.[4178]";"cd.[7199]";1
"4086";"cd.[2187]";"cd.[2418]";1
"4087";"cd.[100054]";"cd.[103056]";0,83611111342907
"4088";"cd.[3096]";"cd.[3123]";0,976190477609634
"4089";"cd.[5238]";"cd.[8297]";0,948426559567451
"4090";"cd.[6663]";"cd.[6665]";0,977272719144821
"4091";"cd.[5394]";"cd.[5418]";1
"4092";"cd.[4895]";"cd.[9209]";0,964285716414452
"4093";"cd.[10652]";"cd.[9640]";1
"4094";"cd.[2004]";"cd.[3710]";1
"4095";"cd.[4613]";"cd.[6116]";0,97826087474823
"4096";"cd.[102987]";"cd.[107521]";0,854166656732559
"4097";"cd.[5912]";"cd.[8949]";1
"4098";"cd.[8778]";"cd.[9060]";1
"4099";"cd.[2619]";"cd.[6174]";0,96875
"4100";"cd.[10107]";"cd.[7341]";1
"4101";"cd.[7918]";"cd.[9172]";1
"4102";"cd.[10449]";"cd.[6162]";1
"4103";"cd.[2571]";"cd.[9019]";1
"4104";"cd.[3931]";"cd.[5754]";1
"4105";"cd.[6568]";"cd.[9557]";1
"4106";"cd.[6737]";"cd.[7722]";1
"4107";"cd.[7404]";"cd.[7405]";1
"4108";"cd.[102666]";"cd.[105709]";0,974424555897713
"4109";"cd.[2957]";"cd.[3106]";1
"4110";"cd.[4384]";"cd.[5657]";1
"4111";"cd.[9588]";"cd.[9811]";0,96875
"4112";"cd.[7344]";"cd.[8291]";0,916118413209915
"4113";"cd.[6547]";"cd.[6741]";0,932142853736877
"4114";"cd.[7622]";"cd.[8349]";0,938025206327438
"4115";"cd.[2252]";"cd.[4733]";1
"4116";"cd.[4975]";"cd.[5889]";0,95833332836628
"4117";"cd.[5577]";"cd.[8990]";0,94270832836628
"4118";"cd.[7008]";"cd.[8831]";1
"4119";"cd.[3475]";"cd.[8592]";0,961805552244186
"4120";"cd.[4586]";"cd.[7633]";0,962566837668419
"4121";"cd.[8224]";"cd.[8754]";1
"4122";"cd.[10240]";"cd.[7367]";0,983333334326744
"4123";"cd.[4124]";"cd.[7722]";0,964285716414452
"4124";"cd.[4124]";"cd.[6737]";0,964285716414452
"4125";"cd.[6737]";"cd.[7722]";1
"4126";"cd.[10361]";"cd.[5426]";0,962962970137596
"4127";"cd.[10361]";"cd.[7869]";0,962962970137596
"4128";"cd.[5426]";"cd.[7869]";1
"4129";"cd.[4732]";"cd.[4911]";1
"4130";"cd.[6811]";"cd.[7429]";0,922705322504044
"4131";"cd.[3192]";"cd.[7923]";0,974999994039536
"4132";"cd.[4395]";"cd.[8725]";0,955555558204651
"4133";"cd.[6948]";"cd.[7365]";0,969523817300797
"4134";"cd.[6339]";"cd.[7517]";1
"4135";"cd.[7852]";"cd.[8029]";1
"4136";"cd.[10383]";"cd.[7852]";1
"4137";"cd.[10230]";"cd.[7852]";0,953846141695976
"4138";"cd.[6858]";"cd.[7852]";0,924708619713783
"4139";"cd.[10383]";"cd.[8029]";1
"4140";"cd.[10230]";"cd.[8029]";0,953846141695976
"4141";"cd.[6858]";"cd.[8029]";0,924708619713783
"4142";"cd.[10230]";"cd.[10383]";0,953846141695976
"4143";"cd.[10383]";"cd.[6858]";0,924708619713783
"4144";"cd.[10230]";"cd.[6858]";0,944055944681168
"4145";"cd.[7350]";"cd.[8473]";1
"4146";"cd.[11423]";"cd.[11538]";0,932528719305992
"4147";"cd.[10938]";"cd.[11125]";1
"4148";"cd.[10064]";"cd.[2819]";1
"4149";"cd.[4297]";"cd.[4306]";1
"4150";"cd.[4297]";"cd.[8636]";1
"4151";"cd.[4306]";"cd.[8636]";1
"4152";"cd.[6925]";"cd.[6926]";0,986111119389534
"4153";"cd.[102670]";"cd.[104343]";0,942156866192818
"4154";"cd.[4291]";"cd.[4905]";1
"4155";"cd.[6722]";"cd.[7707]";1
"4156";"cd.[3722]";"cd.[8453]";1
"4157";"cd.[6719]";"cd.[8453]";1
"4158";"cd.[3722]";"cd.[6719]";1
"4159";"cd.[6413]";"cd.[7975]";0,970430091023445
"4160";"cd.[7201]";"cd.[8536]";1
"4161";"cd.[7606]";"cd.[8538]";1
"4162";"cd.[7671]";"cd.[8759]";1
"4163";"cd.[5360]";"cd.[8430]";0,900174826383591
"4164";"cd.[6102]";"cd.[9115]";0,944444447755814
"4165";"cd.[9333]";"cd.[9450]";0,99479167163372
"4166";"cd.[9348]";"cd.[9485]";0,96875
"4167";"cd.[5477]";"cd.[9076]";0,983333334326744
"4168";"cd.[5477]";"cd.[8368]";0,966666668653488
"4169";"cd.[8368]";"cd.[9076]";0,983333334326744
"4170";"cd.[6771]";"cd.[8507]";1
"4171";"cd.[8609]";"cd.[9130]";0,950000002980232
"4172";"cd.[4843]";"cd.[8794]";0,966666668653488
"4173";"cd.[7346]";"cd.[7719]";1
"4174";"cd.[4851]";"cd.[7708]";1
"4175";"cd.[8890]";"cd.[9063]";0,971825405955315
"4176";"cd.[6802]";"cd.[8890]";0,971825405955315
"4177";"cd.[6802]";"cd.[9063]";1
"4178";"cd.[4419]";"cd.[7644]";0,984375
"4179";"cd.[102361]";"cd.[103634]";0,951612889766693
"4180";"cd.[5731]";"cd.[8779]";1
"4181";"cd.[7123]";"cd.[9038]";0,960526317358017
"4182";"cd.[6272]";"cd.[7460]";1
"4183";"cd.[7980]";"cd.[9790]";0,957764357328415
"4184";"cd.[7604]";"cd.[9790]";0,903623953461647
"4185";"cd.[7604]";"cd.[7980]";0,950761541724205
"4186";"cd.[8043]";"cd.[8234]";1
"4187";"cd.[11150]";"cd.[8901]";0,965909093618393
"4188";"cd.[9421]";"cd.[9489]";0,974999994039536
"4189";"cd.[7161]";"cd.[8131]";0,981481477618217
"4190";"cd.[2813]";"cd.[3155]";0,972943738102913
"4191";"cd.[6740]";"cd.[9193]";0,987179473042488
"4192";"cd.[7061]";"cd.[7469]";1
"4193";"cd.[5835]";"cd.[9278]";0,95833332836628
"4194";"cd.[5921]";"cd.[8423]";1
"4195";"cd.[7361]";"cd.[7750]";1
"4196";"cd.[8265]";"cd.[9149]";1
"4197";"cd.[1858]";"cd.[9637]";1
"4198";"cd.[5988]";"cd.[8859]";1
"4199";"cd.[6944]";"cd.[9868]";0,982142850756645
"4200";"cd.[6358]";"cd.[9694]";0,969899669289589
"4201";"cd.[8311]";"cd.[8312]";1
"4202";"cd.[8344]";"cd.[9229]";0,978535354137421
"4203";"cd.[7094]";"cd.[9189]";0,957070708274841
"4204";"cd.[2440]";"cd.[5443]";1
"4205";"cd.[2781]";"cd.[9669]";1
"4206";"cd.[4508]";"cd.[9662]";1
"4207";"cd.[8114]";"cd.[8659]";1
"4208";"cd.[8364]";"cd.[8526]";0,947420626878738
"4209";"cd.[6919]";"cd.[8060]";0,951073229312897
"4210";"cd.[3539]";"cd.[4190]";0,984375
"4211";"cd.[4348]";"cd.[7170]";0,940648719668388
"4212";"cd.[8668]";"cd.[8843]";1
"4213";"cd.[3356]";"cd.[6955]";1
"4214";"cd.[2807]";"cd.[7064]";0,993589743971825
"4215";"cd.[3529]";"cd.[4114]";0,988095238804817
"4216";"cd.[6316]";"cd.[7311]";1
"4217";"cd.[7363]";"cd.[8118]";0,977272719144821
"4218";"cd.[10314]";"cd.[2427]";0,894133776426315
"4219";"cd.[10314]";"cd.[8640]";0,933333337306976
"4220";"cd.[2427]";"cd.[8640]";0,960800439119339
"4221";"cd.[9614]";"cd.[9678]";1
"4222";"cd.[2406]";"cd.[7291]";0,987499997019768
"4223";"cd.[3159]";"cd.[9969]";0,99479167163372
"4224";"cd.[4292]";"cd.[8795]";1
"4225";"cd.[3678]";"cd.[4266]";1
"4226";"cd.[4266]";"cd.[6690]";1
"4227";"cd.[3678]";"cd.[6690]";1
"4228";"cd.[2577]";"cd.[2581]";0,983333334326744
"4229";"cd.[4481]";"cd.[6716]";1
"4230";"cd.[8919]";"cd.[9083]";1
"4231";"cd.[7859]";"cd.[9798]";0,980769231915474
"4232";"cd.[6354]";"cd.[8424]";0,927777796983719
"4233";"cd.[2771]";"cd.[5458]";0,915178582072258
"4234";"cd.[7037]";"cd.[7237]";0,941486954689026
"4235";"cd.[100170]";"cd.[100358]";0,950000002980232
"4236";"cd.[4441]";"cd.[7515]";1
"4237";"cd.[100198]";"cd.[106489]";1
"4238";"cd.[10253]";"cd.[10368]";1
"4239";"cd.[4108]";"cd.[7977]";0,941598370671272
"4240";"cd.[11530]";"cd.[5099]";1
"4241";"cd.[8274]";"cd.[8805]";1
"4242";"cd.[9713]";"cd.[9738]";1
"4243";"cd.[6382]";"cd.[8494]";0,953174620866776
"4244";"cd.[5324]";"cd.[7847]";1
"4245";"cd.[10061]";"cd.[3517]";0,986111104488373
"4246";"cd.[7134]";"cd.[9695]";1
"4247";"cd.[5542]";"cd.[6695]";0,933845043182373
"4248";"cd.[10301]";"cd.[6246]";0,964285716414452
"4249";"cd.[4178]";"cd.[7199]";1
"4250";"cd.[2187]";"cd.[2418]";1
"4251";"cd.[3096]";"cd.[3123]";0,944444432854652
"4252";"cd.[5238]";"cd.[8297]";0,956002339720726
"4253";"cd.[6663]";"cd.[6665]";0,977272719144821
"4254";"cd.[5394]";"cd.[5418]";0,984375
"4255";"cd.[4895]";"cd.[9209]";0,964285716414452
"4256";"cd.[10652]";"cd.[9640]";1
"4257";"cd.[2004]";"cd.[3710]";1
"4258";"cd.[4613]";"cd.[6116]";0,981884062290192
"4259";"cd.[5912]";"cd.[8949]";1
"4260";"cd.[8778]";"cd.[9060]";1
"4261";"cd.[2619]";"cd.[6174]";0,96875
"4262";"cd.[10107]";"cd.[7341]";1
"4263";"cd.[7918]";"cd.[9172]";1
"4264";"cd.[2188]";"cd.[8063]";0,941666662693024
"4265";"cd.[10449]";"cd.[6162]";0,9375
"4266";"cd.[2571]";"cd.[9019]";1
"4267";"cd.[3931]";"cd.[5754]";1
"4268";"cd.[6568]";"cd.[9557]";1
"4269";"cd.[7404]";"cd.[7405]";1
"4270";"cd.[2957]";"cd.[3106]";1
"4271";"cd.[4384]";"cd.[5657]";1
"4272";"cd.[9588]";"cd.[9811]";0,96875
"4273";"cd.[2252]";"cd.[4733]";1
"4274";"cd.[4975]";"cd.[5889]";0,95833332836628
"4275";"cd.[5577]";"cd.[8990]";0,94270832836628
"4276";"cd.[100856]";"cd.[103424]";0,779513880610466
"4277";"cd.[101021]";"cd.[103424]";0,678323417901993
"4278";"cd.[100521]";"cd.[103424]";0,785889357328415
"4279";"cd.[103424]";"cd.[104099]";0,77083332836628
"4280";"cd.[103424]";"cd.[104310]";0,749217703938484
"4281";"cd.[100558]";"cd.[103424]";0,707764357328415
"4282";"cd.[103424]";"cd.[104533]";0,81081348657608
"4283";"cd.[103424]";"cd.[104117]";0,784435868263245
"4284";"cd.[103424]";"cd.[108876]";0,764502972364426
"4285";"cd.[100717]";"cd.[103424]";0,725347205996513
"4286";"cd.[103424]";"cd.[106511]";0,725743532180786
"4287";"cd.[103424]";"cd.[104842]";0,861604526638985
"4288";"cd.[100054]";"cd.[103424]";0,69791667163372
"4289";"cd.[103424]";"cd.[109426]";0,794394850730896
"4290";"cd.[103424]";"cd.[105066]";0,756218120455742
"4291";"cd.[100187]";"cd.[103424]";0,774565503001213
"4292";"cd.[103424]";"cd.[109749]";0,779587462544441
"4293";"cd.[103424]";"cd.[3710]";0,73258925974369
"4294";"cd.[103056]";"cd.[103424]";0,75520832836628
"4295";"cd.[101555]";"cd.[103424]";0,831547617912292
"4296";"cd.[103002]";"cd.[103424]";0,836009278893471
"4297";"cd.[103424]";"cd.[107620]";0,775897666811943
"4298";"cd.[100856]";"cd.[101021]";0,710482805967331
"4299";"cd.[100521]";"cd.[100856]";0,70708741247654
"4300";"cd.[100856]";"cd.[104099]";0,796717151999474
"4301";"cd.[100856]";"cd.[104310]";0,788080751895905
"4302";"cd.[100558]";"cd.[100856]";0,814293146133423
"4303";"cd.[100856]";"cd.[104533]";0,811026766896248
"4304";"cd.[100856]";"cd.[104117]";0,697636127471924
"4305";"cd.[100856]";"cd.[108876]";0,767728984355927
"4306";"cd.[100717]";"cd.[100856]";0,76041667163372
"4307";"cd.[100856]";"cd.[106511]";0,704936176538467
"4308";"cd.[100856]";"cd.[104842]";0,725292399525642
"4309";"cd.[100054]";"cd.[100856]";0,78121392428875
"4310";"cd.[100856]";"cd.[109426]";0,766849428415298
"4311";"cd.[100856]";"cd.[105066]";0,764964953064919
"4312";"cd.[100187]";"cd.[100856]";0,717431664466858
"4313";"cd.[100856]";"cd.[109749]";0,817263782024384
"4314";"cd.[100856]";"cd.[3710]";0,752876982092857
"4315";"cd.[100856]";"cd.[103056]";0,852678567171097
"4316";"cd.[100856]";"cd.[101555]";0,772752180695534
"4317";"cd.[100856]";"cd.[103002]";0,796072706580162
"4318";"cd.[100856]";"cd.[107620]";0,828389018774033
"4319";"cd.[100521]";"cd.[101021]";0,696085244417191
"4320";"cd.[101021]";"cd.[104099]";0,622949749231339
"4321";"cd.[101021]";"cd.[104310]";0,818016469478607
"4322";"cd.[100558]";"cd.[101021]";0,671706557273865
"4323";"cd.[101021]";"cd.[104533]";0,652680307626724
"4324";"cd.[101021]";"cd.[104117]";0,748898208141327
"4325";"cd.[101021]";"cd.[108876]";0,728326305747032
"4326";"cd.[100717]";"cd.[101021]";0,797916680574417
"4327";"cd.[101021]";"cd.[106511]";0,578829944133759
"4328";"cd.[101021]";"cd.[104842]";0,694675907492638
"4329";"cd.[100054]";"cd.[101021]";0,637516528367996
"4330";"cd.[101021]";"cd.[109426]";0,654879406094551
"4331";"cd.[101021]";"cd.[105066]";0,588731437921524
"4332";"cd.[100187]";"cd.[101021]";0,737638995051384
"4333";"cd.[101021]";"cd.[109749]";0,622699096798897
"4334";"cd.[101021]";"cd.[3710]";0,842361107468605
"4335";"cd.[101021]";"cd.[103056]";0,712797611951828
"4336";"cd.[101021]";"cd.[101555]";0,742147907614708
"4337";"cd.[101021]";"cd.[103002]";0,640420496463776
"4338";"cd.[101021]";"cd.[107620]";0,721944868564606
"4339";"cd.[100521]";"cd.[104099]";0,685130730271339
"4340";"cd.[100521]";"cd.[104310]";0,769534200429916
"4341";"cd.[100521]";"cd.[100558]";0,618137270212173
"4342";"cd.[100521]";"cd.[104533]";0,705730617046356
"4343";"cd.[100521]";"cd.[104117]";0,765845030546188
"4344";"cd.[100521]";"cd.[108876]";0,744947329163551
"4345";"cd.[100521]";"cd.[100717]";0,743545740842819
"4346";"cd.[100521]";"cd.[106511]";0,684854984283447
"4347";"cd.[100521]";"cd.[104842]";0,814063966274261
"4348";"cd.[100054]";"cd.[100521]";0,54460783302784
"4349";"cd.[100521]";"cd.[109426]";0,693300664424896
"4350";"cd.[100521]";"cd.[105066]";0,704024970531464
"4351";"cd.[100187]";"cd.[100521]";0,748523041605949
"4352";"cd.[100521]";"cd.[109749]";0,671032518148422
"4353";"cd.[100521]";"cd.[3710]";0,71401435136795
"4354";"cd.[100521]";"cd.[103056]";0,696078419685364
"4355";"cd.[100521]";"cd.[101555]";0,812675058841705
"4356";"cd.[100521]";"cd.[103002]";0,722146645188332
"4357";"cd.[100521]";"cd.[107620]";0,697184458374977
"4358";"cd.[104099]";"cd.[104310]";0,656675457954407
"4359";"cd.[100558]";"cd.[104099]";0,739646479487419
"4360";"cd.[104099]";"cd.[104533]";0,77861724793911
"4361";"cd.[104099]";"cd.[104117]";0,740076154470444
"4362";"cd.[104099]";"cd.[108876]";0,635072723031044
"4363";"cd.[100717]";"cd.[104099]";0,633928552269936
"4364";"cd.[104099]";"cd.[106511]";0,801296904683113
"4365";"cd.[104099]";"cd.[104842]";0,772451967000961
"4366";"cd.[100054]";"cd.[104099]";0,694246023893356
"4367";"cd.[104099]";"cd.[109426]";0,696825385093689
"4368";"cd.[104099]";"cd.[105066]";0,822361454367638
"4369";"cd.[100187]";"cd.[104099]";0,683261170983315
"4370";"cd.[104099]";"cd.[109749]";0,878446131944656
"4371";"cd.[104099]";"cd.[3710]";0,610119044780731
"4372";"cd.[103056]";"cd.[104099]";0,730555534362793
"4373";"cd.[101555]";"cd.[104099]";0,6974206417799
"4374";"cd.[103002]";"cd.[104099]";0,800912544131279
"4375";"cd.[104099]";"cd.[107620]";0,705453142523766
"4376";"cd.[100558]";"cd.[104310]";0,705528080463409
"4377";"cd.[104310]";"cd.[104533]";0,709605783224106
"4378";"cd.[104117]";"cd.[104310]";0,763540610671043
"4379";"cd.[104310]";"cd.[108876]";0,86007434129715
"4380";"cd.[100717]";"cd.[104310]";0,824765533208847
"4381";"cd.[104310]";"cd.[106511]";0,609784811735153
"4382";"cd.[104310]";"cd.[104842]";0,763707742094994
"4383";"cd.[100054]";"cd.[104310]";0,74474872648716
"4384";"cd.[104310]";"cd.[109426]";0,735013589262962
"4385";"cd.[104310]";"cd.[105066]";0,626668855547905
"4386";"cd.[100187]";"cd.[104310]";0,778793156147003
"4387";"cd.[104310]";"cd.[109749]";0,679315388202667
"4388";"cd.[104310]";"cd.[3710]";0,789745673537254
"4389";"cd.[103056]";"cd.[104310]";0,753270268440247
"4390";"cd.[101555]";"cd.[104310]";0,818120270967484
"4391";"cd.[103002]";"cd.[104310]";0,694923222064972
"4392";"cd.[104310]";"cd.[107620]";0,76300086081028
"4393";"cd.[100558]";"cd.[104533]";0,705881699919701
"4394";"cd.[100558]";"cd.[104117]";0,668398901820183
"4395";"cd.[100558]";"cd.[108876]";0,678606361150742
"4396";"cd.[100558]";"cd.[100717]";0,684232041239738
"4397";"cd.[100558]";"cd.[106511]";0,762689456343651
"4398";"cd.[100558]";"cd.[104842]";0,688669592142105
"4399";"cd.[100054]";"cd.[100558]";0,778892934322357
"4400";"cd.[100558]";"cd.[109426]";0,661278426647186
"4401";"cd.[100558]";"cd.[105066]";0,729400962591171
"4402";"cd.[100187]";"cd.[100558]";0,663770034909248
"4403";"cd.[100558]";"cd.[109749]";0,767298921942711
"4404";"cd.[100558]";"cd.[3710]";0,674159660935402
"4405";"cd.[100558]";"cd.[103056]";0,760440528392792
"4406";"cd.[100558]";"cd.[101555]";0,664434984326363
"4407";"cd.[100558]";"cd.[103002]";0,702895030379295
"4408";"cd.[100558]";"cd.[107620]";0,720396220684052
"4409";"cd.[104117]";"cd.[104533]";0,72513347864151
"4410";"cd.[104533]";"cd.[108876]";0,725110158324242
"4411";"cd.[100717]";"cd.[104533]";0,680043861269951
"4412";"cd.[104533]";"cd.[106511]";0,73901079595089
"4413";"cd.[104533]";"cd.[104842]";0,764839187264442
"4414";"cd.[100054]";"cd.[104533]";0,700634613633156
"4415";"cd.[104533]";"cd.[109426]";0,7640350908041
"4416";"cd.[104533]";"cd.[105066]";0,774431139230728
"4417";"cd.[100187]";"cd.[104533]";0,794516608119011
"4418";"cd.[104533]";"cd.[109749]";0,807856991887093
"4419";"cd.[104533]";"cd.[3710]";0,7072733938694
"4420";"cd.[103056]";"cd.[104533]";0,760368883609772
"4421";"cd.[101555]";"cd.[104533]";0,786102518439293
"4422";"cd.[103002]";"cd.[104533]";0,866571888327599
"4423";"cd.[104533]";"cd.[107620]";0,818693965673447
"4424";"cd.[104117]";"cd.[108876]";0,716063782572746
"4425";"cd.[100717]";"cd.[104117]";0,76555110514164
"4426";"cd.[104117]";"cd.[106511]";0,653329208493233
"4427";"cd.[104117]";"cd.[104842]";0,834117740392685
"4428";"cd.[100054]";"cd.[104117]";0,623624950647354
"4429";"cd.[104117]";"cd.[109426]";0,718537926673889
"4430";"cd.[104117]";"cd.[105066]";0,710863694548607
"4431";"cd.[100187]";"cd.[104117]";0,776250436902046
"4432";"cd.[104117]";"cd.[109749]";0,746597871184349
"4433";"cd.[104117]";"cd.[3710]";0,72531171143055
"4434";"cd.[103056]";"cd.[104117]";0,67399126291275
"4435";"cd.[101555]";"cd.[104117]";0,778625383973122
"4436";"cd.[103002]";"cd.[104117]";0,757586896419525
"4437";"cd.[104117]";"cd.[107620]";0,654532968997955
"4438";"cd.[100717]";"cd.[108876]";0,810343325138092
"4439";"cd.[106511]";"cd.[108876]";0,613934502005577
"4440";"cd.[104842]";"cd.[108876]";0,770393162965775
"4441";"cd.[100054]";"cd.[108876]";0,713958814740181
"4442";"cd.[108876]";"cd.[109426]";0,730176895856857
"4443";"cd.[105066]";"cd.[108876]";0,638666212558746
"4444";"cd.[100187]";"cd.[108876]";0,765232235193253
"4445";"cd.[108876]";"cd.[109749]";0,658062532544136
"4446";"cd.[108876]";"cd.[3710]";0,773665264248848
"4447";"cd.[103056]";"cd.[108876]";0,765285491943359
"4448";"cd.[101555]";"cd.[108876]";0,869832172989845
"4449";"cd.[103002]";"cd.[108876]";0,710102751851082
"4450";"cd.[107620]";"cd.[108876]";0,765364959836006
"4451";"cd.[100717]";"cd.[106511]";0,597537249326706
"4452";"cd.[100717]";"cd.[104842]";0,71111111342907
"4453";"cd.[100054]";"cd.[100717]";0,653373017907143
"4454";"cd.[100717]";"cd.[109426]";0,704051807522774
"4455";"cd.[100717]";"cd.[105066]";0,618719086050987
"4456";"cd.[100187]";"cd.[100717]";0,761059120297432
"4457";"cd.[100717]";"cd.[109749]";0,634508609771729
"4458";"cd.[100717]";"cd.[3710]";0,786805540323257
"4459";"cd.[100717]";"cd.[103056]";0,741666659712791
"4460";"cd.[100717]";"cd.[101555]";0,800877168774605
"4461";"cd.[100717]";"cd.[103002]";0,666551783680916
"4462";"cd.[100717]";"cd.[107620]";0,742674738168716
"4463";"cd.[104842]";"cd.[106511]";0,718647450208664
"4464";"cd.[100054]";"cd.[106511]";0,731063768267632
"4465";"cd.[106511]";"cd.[109426]";0,626273632049561
"4466";"cd.[105066]";"cd.[106511]";0,80464968085289
"4467";"cd.[100187]";"cd.[106511]";0,704571187496185
"4468";"cd.[106511]";"cd.[109749]";0,736296027898788
"4469";"cd.[106511]";"cd.[3710]";0,611211463809013
"4470";"cd.[103056]";"cd.[106511]";0,657601371407509
"4471";"cd.[101555]";"cd.[106511]";0,680238217115402
"4472";"cd.[103002]";"cd.[106511]";0,747788116335869
"4473";"cd.[106511]";"cd.[107620]";0,68216735124588
"4474";"cd.[100054]";"cd.[104842]";0,64960840344429
"4475";"cd.[104842]";"cd.[109426]";0,717543840408325
"4476";"cd.[104842]";"cd.[105066]";0,745737731456757
"4477";"cd.[100187]";"cd.[104842]";0,817171707749367
"4478";"cd.[104842]";"cd.[109749]";0,755524709820747
"4479";"cd.[104842]";"cd.[3710]";0,718055561184883
"4480";"cd.[103056]";"cd.[104842]";0,684283629059792
"4481";"cd.[101555]";"cd.[104842]";0,807936504483223
"4482";"cd.[103002]";"cd.[104842]";0,807732880115509
"4483";"cd.[104842]";"cd.[107620]";0,707939550280571
"4484";"cd.[100054]";"cd.[109426]";0,744527965784073
"4485";"cd.[100054]";"cd.[105066]";0,620107963681221
"4486";"cd.[100054]";"cd.[100187]";0,632830411195755
"4487";"cd.[100054]";"cd.[109749]";0,724028810858727
"4488";"cd.[100054]";"cd.[3710]";0,652678549289703
"4489";"cd.[100054]";"cd.[103056]";0,821428567171097
"4490";"cd.[100054]";"cd.[101555]";0,684805750846863
"4491";"cd.[100054]";"cd.[103002]";0,695199519395828
"4492";"cd.[100054]";"cd.[107620]";0,736227914690971
"4493";"cd.[105066]";"cd.[109426]";0,664338737726212
"4494";"cd.[100187]";"cd.[109426]";0,66664545238018
"4495";"cd.[109426]";"cd.[109749]";0,725480362772942
"4496";"cd.[109426]";"cd.[3710]";0,670467838644981
"4497";"cd.[103056]";"cd.[109426]";0,807560577988625
"4498";"cd.[101555]";"cd.[109426]";0,752266079187393
"4499";"cd.[103002]";"cd.[109426]";0,737385138869286
"4500";"cd.[107620]";"cd.[109426]";0,729195564985275
"4501";"cd.[100187]";"cd.[105066]";0,697015270590782
"4502";"cd.[105066]";"cd.[109749]";0,823536202311516
"4503";"cd.[105066]";"cd.[3710]";0,619295910000801
"4504";"cd.[103056]";"cd.[105066]";0,700770378112793
"4505";"cd.[101555]";"cd.[105066]";0,696602761745453
"4506";"cd.[103002]";"cd.[105066]";0,804759964346886
